"CD,C,2","PER,C,4","ENT,C,2","CON,C,4","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,C,2","S3P1_2,C,1","S3P2,C,4","S3P2_ES,C,50","S3P3,C,1","S3P4_1,C,1","S3P4_2,C,1","S3P4_3,C,1","S3P4_4,C,1","S3P5,C,1","S3P5_ES,C,50","S3P6,C,2","S3P7,C,1","S3P7_1_1,C,1","S3P7_1_2,C,1","S3P7_2_1,C,1","S3P7_2_2,C,1","S3P8,C,1","S3P9,C,1","S3P10,C,1","S3P11_ES,C,100","S3P12_C,C,2","S3P12_ES,C,50","S3P13_ES,C,50","S3P14_C,C,2","S3P14_ES,C,100","S3P15,C,1","S4P1_1,C,1","S4P1_2,C,1","S4P1_3,C,1","S4P1_4,C,1","S4P1_5,C,1","S4P1_6,C,1","S4P1_7,C,1","S4P1_1_1,C,1","S4P1_1_2,C,1","S4P1_1_3,C,1","S4P1_1_4,C,1","S4P1_1_5,C,1","S4P1_1_6,C,1","S4P1_1_7,C,1","S4P1_1_ES,C,50","S4P1_2_1,C,1","S4P1_2_2,C,1","S4P1_2_3,C,1","S4P1_2_4,C,1","S4P1_2_5,C,1","S4P1_2_6,C,1","S4P1_2_7,C,1","S4P1_2_8,C,1","S4P1_2_9,C,1","S4P1_2_10,C,1","S4P1_2_11,C,1","S4P1_2_ES,C,50","S4P2_1,C,1","S4P2_2,C,1","S4P2_3,C,1","S4P2_4,C,1","S4P2_5,C,1","S4P2_6,C,1","S4P2_7,C,1","S4P3_1,C,1","S4P3_2,C,1","S4P3_3,C,1","S4P3_4,C,1","S4P3_5,C,1","S4P3_6,C,1","S4P3_7,C,1","S4P3_8,C,1","S4P3_9,C,1","S4P4,C,3","S4P4_1,C,3","S4P4_2,C,3","S4P5,C,3","S4P5_1,C,3","S4P5_2,C,3","S4P6,C,1","S4P6_1,C,2","S4P6_2,C,2","S4P6_3,C,2","S4P7,C,2","S4P7_1,C,2","S4P7_2,C,2","S4P7_3,C,2","S4P7_R1,C,50","S4P7_R2,C,50","S4P7_R3,C,50","S4P8,C,1","S4P8_1_1,C,2","S4P8_1_2,C,2","S4P8_1_ES,C,50","S4P9,C,1","S4P10,C,1","S4P10_1,C,2","S4P11_1,C,1","S4P11_2,C,1","S4P11_3,C,1","S4P11_4,C,1","S4P11_5,C,1","S4P11_6,C,1","S4P11_7,C,1","S4P11_8,C,1","S4P11_9,C,1","S4P11_10,C,1","S4P11_11,C,1","S4P11_12,C,1","S4P11_13,C,1","S4P11_14,C,1","S4P11_15,C,1","S4P11_16,C,1","S4P11_17,C,1","S4P11_ES,C,50","S4P12_1,C,1","S4P12_2,C,1","S4P12_3,C,1","S4P12_4,C,1","S4P12_5,C,1","S4P12_6,C,1","S4P12_7,C,1","S4P12_8,C,1","S4P12_9,C,1","S4P12_1_1,C,1","S4P12_1_2,C,1","S4P12_1_3,C,1","S4P12_1_4,C,1","S4P12_1_5,C,1","S4P12_1_6,C,1","S4P12_1_7,C,1","S4P12_1_8,C,1","S4P12_1_9,C,1","S4P12_1_10,C,1","S4P12_1_ES,C,50","S4P12_2_1,C,1","S4P12_2_2,C,1","S4P12_2_3,C,1","S4P12_2_4,C,1","S4P12_2_5,C,1","S4P12_2_6,C,1","S4P12_2_7,C,1","S4P12_2_8,C,1","S4P12_2_ES,C,50","S4P13_1,C,1","S4P13_2,C,1","S4P13_3,C,1","S4P13_4,C,1","S4P13_5,C,1","S4P13_6,C,1","S4P14_1,C,2","S4P14_2,C,2","S4P14_3,C,2","S4P14_4,C,2","S4P14_5,C,2","S4P14_6,C,2","S4P14_7,C,2","S4P14_8,C,2","S4P14_9,C,2","S4P14_10,C,2","S4P14_11,C,2","S4P14_12,C,2","S4P14_13,C,2","S4P14_14,C,2","S4P14_15,C,2","S4P14_16,C,2","S4P15_1,C,1","S4P15_2,C,1","S4P15_3,C,1","S4P15_4,C,1","S4P15_5,C,1","S4P15_6,C,1","S4P15_7,C,1","S4P15_8,C,1","S4P15_9,C,1","S4P15_10,C,1","S4P15_11,C,1","S4P15_12,C,1","S4P15_13,C,1","S4P15_14,C,1","S4P15_15,C,1","S4P16_1,C,1","S4P16_2,C,1","S4P16_3,C,1","S4P16_4,C,1","S4P16_5,C,1","S4P16_6,C,1","S4P16_7,C,1","S4P16_8,C,1","S4P16_9,C,1","S4P16_10,C,1","S4P16_11,C,1","S4P16_12,C,1","S4P17_1,C,1","S4P17_2,C,1","S4P17_3,C,1","S4P17_4,C,1","S4P17_5,C,1","S4P17_ES,C,50","S4P17_6,C,1","S4P17_7,C,1","S4P18_1,C,1","S4P18_2,C,1","S4P18_3,C,1","S4P18_4,C,1","S4P18_5,C,1","S4P18_6,C,1","S4P18_7,C,1","S4P18_8,C,1","S4P18_9,C,1","S4P18_10,C,1","S4P19_1,C,1","S4P19_2,C,1","S4P19_3,C,1","S4P19_4,C,1","S4P19_5,C,1","S4P19_6,C,1","S4P19_7,C,1","S4P19_8,C,1","S4P19_9,C,1","S4P19_10,C,1","S4P19_11,C,1","S4P19_12,C,1","S4P19_13,C,1","S4P19_14,C,1","S4P19_15,C,1","S4P19_16,C,1","S4P19_17,C,1","S4P19_18,C,1","S4P19_19,C,1","S4P19_20,C,1","S4P20,C,1","S4P21,C,1","S4P22_1_1,C,1","S4P22_1_2,C,1","S4P22_1_3,C,1","S4P22_1_4,C,1","S4P22_1_5,C,1","S4P22_1_6,C,1","S4P22_2,C,1","FAC,N,6,0"
10,0811,28,0719,4,1,02,03,3,,,,,,,,,,,,,,,,1,,1,REPARTIR COMIDAS,51,MESERA,CALLEJON REGIO,72,VENTA DE ALIMENTOS,2,3,4,3,3,3,4,3,,,,,,,,,2,2,1,2,2,2,2,1,1,1,2,,3,4,3,4,3,4,3,5,6,1,2,4,3,,,,021,007,000,070,000,000,7,24,10,14,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,3,3,2,2,2,10,10,08,09,08,10,10,10,10,10,09,09,10,10,10,10,3,3,3,2,1,2,1,3,3,3,3,3,3,1,1,2,2,4,2,5,4,4,2,3,2,5,5,1,3,2,,,,,,4,3,3,3,3,3,3,5,5,5,1,2,1,3,1,3,1,3,1,2,1,2,1,3,3,2,3,2,2,3,3,2,1,2,3,2,1,6,1,4665
10,0811,28,0719,5,1,01,03,3,,,,,,,,,,,,,,,,1,,1,CHOFER,83,CHOFER,DON CAMARON,46,VENTA DE MARISCO,2,3,3,2,2,2,4,3,,,,,,,,,1,1,1,2,2,2,2,2,1,2,2,,3,2,2,3,2,4,2,4,2,6,5,1,3,,,,042,004,001,000,,,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,2,3,2,3,2,3,05,10,05,10,10,10,08,08,08,10,10,05,10,10,05,10,3,3,4,3,1,1,2,3,2,3,3,2,2,1,3,1,1,3,1,3,1,5,1,1,1,3,3,,2,3,1,,,,,3,4,3,3,3,3,3,3,3,3,1,1,1,2,1,3,1,3,1,1,1,2,1,2,3,3,2,1,2,1,3,1,2,1,4,1,1,1,1,4977
10,0811,28,0741,2,1,02,04,3,,,,,,,,1,,15,2,,,2,2,5,5,,,,,,,,,3,4,3,3,3,3,3,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,4,5,3,1,6,,,,002,000,000,000,,,7,32,09,00,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,2,3,2,5,2,05,05,05,08,05,05,05,05,05,06,06,06,08,09,01,04,3,3,4,4,2,2,3,4,3,3,3,3,5,1,3,3,3,3,3,4,3,3,1,3,1,4,4,,1,2,3,,,,,2,3,3,4,4,4,4,4,4,4,1,2,1,1,1,3,1,1,1,1,1,2,1,1,1,3,3,2,2,1,3,2,5,5,5,6,1,3,3,10819
10,0811,28,0741,5,1,04,03,3,,,,,,,,,,,,,,,,1,,1,CUIDAR NI�OS,52,CUIDAR NINOS,MI PEQUE�O TESORO,62,GUARDERIA,2,4,4,4,4,4,4,4,0,1,0,0,0,0,0,,,,,,,,,,,,,,4,4,4,4,4,4,4,3,2,4,5,6,1,,,,007,000,000,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,5,5,2,5,5,3,05,08,09,10,06,04,02,08,07,09,07,08,07,09,06,08,3,2,2,5,5,5,5,5,5,2,2,2,5,5,2,2,2,3,1,4,2,4,1,3,2,4,4,1,2,3,,,,,,5,4,4,4,4,4,4,4,5,5,1,3,1,2,1,2,3,2,1,2,1,1,3,3,3,3,2,3,1,3,1,1,6,6,3,6,6,6,3,24652
10,0811,28,0771,1,1,02,06,3,2335,ADMINISTRACION PORTUARIA,2,,,,,2,,20,2,,,2,2,5,1,5,VENTA DE PRODUCTOS,42,VENDEDORA POR CATALOGO,LEBEL,46,PRODUCTOS COSMETICOS,2,4,3,4,4,3,3,3,0,1,0,0,0,0,0,,,,,,,,,,,,,,4,4,4,4,3,3,3,5,6,3,1,4,2,,,,012,007,000,021,000,000,0,,,,00,,,,,,,2,,,,1,1,03,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,2,5,5,3,2,3,08,08,05,09,05,06,07,09,09,08,09,07,09,08,05,08,2,2,4,3,1,2,2,3,4,3,2,3,2,1,2,2,2,4,1,2,1,3,1,2,1,2,2,3,2,1,,,,,,3,4,3,3,3,3,3,3,4,4,1,1,1,1,3,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,3,2,4,2,4,1,1,2,2,9556
10,0811,28,0771,2,1,03,04,3,,,,,,,,1,,18,2,,,2,2,5,5,,,,,,,,,4,4,4,4,4,4,4,0,0,0,0,1,0,0,,,,,,,,,,,,,,4,4,4,4,4,4,4,2,1,6,4,3,5,,,,028,014,000,007,000,000,7,07,03,00,01,10,00,00,TV NOVELAS,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,2,2,2,3,4,2,08,05,06,06,08,09,10,10,10,09,08,08,10,10,03,05,2,2,2,2,2,2,2,2,2,4,4,3,3,1,4,2,2,4,1,3,3,3,1,2,2,3,4,,2,1,3,,,,,4,3,3,3,3,3,3,3,4,4,1,2,1,1,1,1,1,2,1,3,1,3,1,1,1,1,1,1,1,2,1,2,3,1,5,1,1,1,2,25048
10,0811,28,0771,4,1,05,03,2,,,,,,,,,,,,,,,,4,5,,,,,,,,,2,4,3,3,2,3,3,,,,,,,,,1,2,1,2,2,2,2,1,2,1,2,,2,3,3,3,2,3,3,5,3,4,1,6,2,,,,015,003,005,000,,,1,03,02,00,00,,,,,,,1,01,00,,1,1,01,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,2,2,,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,1,0,1,0,0,,2,3,2,2,2,3,07,09,05,07,09,07,08,09,08,07,10,07,10,10,07,06,3,3,3,3,3,2,2,4,3,4,3,2,3,1,3,2,2,3,2,3,2,4,1,2,1,2,4,,3,2,1,,,,,3,3,2,3,3,2,3,4,4,4,2,1,1,1,3,2,1,2,1,2,1,2,2,1,1,1,2,2,1,2,3,2,4,1,4,1,1,1,2,28168
10,0811,28,0771,5,1,02,03,1,,,,,,,,,,,,,,,,1,,1,PRESTACION DE SERVICIO,96,PRESTADORA DE SERVICIO,TAMAULIPAS,81,LAVADO DE ROPA,2,3,4,4,4,2,3,4,0,1,0,0,0,0,0,,,,,,,,,,,,,,1,4,4,4,2,4,4,6,3,4,1,2,5,,,,007,000,000,000,,,4,04,04,00,00,,,,,,,2,,,,1,1,02,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,1,2,2,2,2,1,1,,,,,,,,,,,,0,0,0,0,0,0,1,0,,3,5,2,2,2,3,01,10,01,10,10,10,10,10,10,08,10,10,10,10,01,02,3,3,4,4,2,2,3,4,4,4,4,3,4,2,4,2,2,3,5,2,2,4,1,3,2,5,5,3,2,1,,,,,,2,2,2,2,2,2,5,5,2,5,3,1,2,3,1,3,1,2,1,2,1,3,1,2,3,2,1,3,2,1,3,2,5,4,5,4,5,3,2,10019
10,0811,28,0860,2,1,01,07,3,5334,LICENCIADO EN CONTADOR PUBLICO,3,2,2,2,1,2,,22,2,,,2,2,1,,1,PROMOTORA,31,CAJERA,INTERCAM,52,CASA DE CAMBIO,2,4,4,4,4,1,4,4,0,0,0,0,1,0,0,,,,,,,,,,,,,,4,4,4,4,1,4,4,3,1,2,4,6,5,,,,014,014,000,000,,,0,,,,02,05,00,00,HOLA,TV NOTAS,,1,01,02,,1,1,05,1,1,2,2,2,2,1,2,2,1,2,1,2,1,1,2,2,,2,1,2,1,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,3,3,2,2,2,3,06,08,05,10,09,08,08,08,08,08,08,08,10,08,06,08,3,3,4,3,1,1,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,3,1,1,1,2,2,1,2,3,,,,,,3,4,1,1,1,1,3,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,2,3,3,5,1,3,1,1,1,3,21435
10,0811,28,0860,3,1,02,07,4,5335,ADMINISTRACION DE EMPRESAS,3,2,2,2,1,1,,22,2,,,2,2,1,,1,CAJERA,31,CAJERA,DEL SOL,46,VENTAS DIVERSAS,2,2,4,4,4,4,4,4,0,0,0,0,1,0,0,,,,,,,,,,,,,,2,4,4,4,4,4,4,5,4,6,2,3,1,,,,007,000,000,021,000,000,0,,,,00,,,,,,,1,01,00,,1,1,70,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,2,2,2,2,2,3,08,10,01,10,09,08,08,10,09,08,10,10,10,05,01,01,2,2,2,2,2,2,2,2,3,4,1,1,4,1,3,2,2,3,1,3,2,4,1,5,2,2,4,3,,2,1,,,,,5,3,3,4,3,3,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,2,1,1,3,2,4,1,1,1,1,1,2,13487
10,0811,28,0860,5,1,03,07,2,5516,INGENIERIA AMBIENTAL,3,1,1,1,1,1,,20,1,2,1,,,4,5,,,,,,,,,2,3,2,2,2,2,3,,,,,,,,,1,1,1,1,1,2,1,1,1,1,2,,1,3,2,2,2,2,2,6,5,3,1,2,4,,,,014,007,003,005,002,000,0,,,,02,02,00,00,TV NOTAS,,,1,01,02,,1,1,20,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,,1,1,1,1,2,2,2,1,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,4,3,2,2,3,2,05,08,09,09,08,08,04,09,09,09,09,05,09,09,02,08,3,3,3,1,1,1,1,3,3,3,3,1,2,1,2,2,2,2,2,2,3,3,1,1,1,3,3,,1,2,3,,,,,3,3,2,2,2,2,2,2,4,4,1,2,2,1,3,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,3,4,5,4,1,1,3,3,20230
10,0811,28,0525,2,1,01,04,2,,,,,,,,1,,18,2,,,2,2,1,,1,ARMADO DE ESTRUCTURAS PARA PLATAFORMAS,72,OFICIAL PAILERO Y SOLDADOR ESPECIAL,ICA FLUOR,23,CONSTRICCION DE PKSTAFORMAS NMARINAS,2,2,4,1,2,2,3,4,,,,,,,,,1,1,1,1,2,2,1,2,1,2,2,,3,3,3,3,3,3,3,6,5,4,1,2,3,,,,002,000,000,000,,,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,3,5,5,5,5,05,09,04,10,06,08,03,09,08,05,10,07,10,10,01,08,5,5,4,1,1,1,1,4,2,3,4,1,3,1,3,2,2,3,1,3,4,3,1,3,3,3,3,3,2,1,,,,,,5,5,5,5,5,5,5,5,5,5,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,5,4,5,1,3,1,1,1,1,13169
10,0811,28,0525,3,1,01,04,2,,,,,,,,1,,25,2,,,2,1,3,3,1,CUIDAR UNAS MAQUINAS,97,AYUDANTE GENERAL,SIN NOMBRE,71,ENTRETENIMIENTO,2,2,2,1,4,2,3,2,,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,,3,2,2,2,2,3,2,6,5,4,2,1,3,,,,014,001,000,000,,,1,04,04,00,10,05,02,00,NATIONAL GEOGRAPHIG,HISTORIAS DE FAMILIAS,MUY INTERESANTE,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,1,,,,,,,,,,,,0,0,0,1,0,0,0,0,,2,3,3,2,2,3,05,07,04,09,06,08,08,10,10,06,10,09,10,10,02,09,3,3,4,3,2,2,2,3,2,2,2,2,2,1,3,2,1,2,1,1,1,1,1,2,1,2,1,2,3,,1,,,,,3,3,3,3,3,3,3,3,3,3,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,2,1,5,2,5,3,5,3,1,3,2,20753
10,0811,28,0525,5,1,01,07,5,5423,GEOLOGO,3,2,1,1,1,1,,24,2,,,2,2,1,,4,CAPACITAR A ASPIRANTES,27,CAPACITADOR,TRABAJA POR SU CUENTA DANDO CURSOS,61,EDUCACION,1,1,3,1,4,2,3,2,,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,,3,3,3,3,3,3,3,6,4,1,5,2,3,,,,014,001,001,000,,,3,35,10,00,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,3,2,3,1,3,01,02,03,10,06,07,04,09,08,05,09,08,10,09,01,02,3,3,4,2,1,1,4,4,3,4,3,3,3,2,3,1,3,3,1,3,3,2,1,3,1,3,3,1,3,2,,,,,,1,3,3,2,2,2,3,3,3,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,5,1,1,1,1,1,1,19472
10,0811,28,0547,1,1,02,07,4,5341,LIC EN DERECHO,3,2,2,2,2,1,,23,2,,,2,2,1,,1,REDACTAR DOCUMENTOS Y REVISAR DOCUMENTOS,31,SUPERVISOR,REGISTRO PUBLICO DE LA PROPIEDAD,93,GOBIERNO,2,3,1,2,2,2,3,1,,,,,,,,,2,1,2,2,2,2,2,2,1,2,2,,3,1,2,3,3,3,1,6,5,4,1,2,3,,,,014,001,000,000,,,0,,,,00,,,,,,,1,01,02,,1,1,06,2,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,2,,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,3,2,1,3,5,06,08,07,09,08,04,03,05,04,03,09,06,10,10,01,09,3,3,4,1,1,1,1,3,1,3,4,1,3,1,3,1,3,3,1,3,3,3,1,3,1,3,3,,2,3,1,,,,,2,2,3,3,3,3,3,3,3,3,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,1,3,3,2,4,1,1,1,1,1,1,16611
10,0811,28,0581,4,1,01,00,,,,,,,,,,,,,,,,,5,5,,,,,,,,,4,3,4,4,3,3,4,0,0,0,0,1,0,0,,,,,,,,,,,,,,4,3,4,4,3,3,4,2,1,5,4,3,6,,,,007,007,000,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,5,5,5,5,5,5,08,10,10,11,08,08,09,09,09,09,09,09,08,08,08,08,5,5,3,3,2,2,2,2,3,3,3,3,5,2,3,1,5,3,2,5,5,3,2,5,2,5,5,,,,,,,,1,4,4,3,4,4,4,4,5,5,5,1,3,1,3,3,3,3,3,1,3,1,3,1,3,3,3,1,3,2,1,5,4,4,2,5,3,3,3,3,29194
10,0811,28,0660,1,1,01,00,,,,,,,,,,,,,,,,,6,2,1,FIERRERO,72,FIERRERO,TRABAJA POR SU CUENTA,33,EMSAMBLAR FIERRO,2,2,3,3,3,4,3,4,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,,2,2,4,4,4,3,3,,,,,,,1,,,014,010,000,010,010,000,7,10,07,00,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,2,2,2,2,2,3,10,10,10,10,10,08,08,10,10,10,10,10,10,10,06,06,3,3,4,3,2,2,2,4,2,4,4,2,2,2,2,2,2,2,2,3,2,4,1,4,3,3,3,2,3,1,,,,,,4,4,4,4,4,4,4,4,4,4,1,2,1,2,1,3,1,3,3,3,1,3,1,1,2,2,3,3,2,1,2,2,4,3,4,3,4,3,2,8740
10,0811,28,0660,3,1,01,02,3,,,,,,,,,,,,,,,,6,2,4,REPARACION MANTENIMIENTO DE LINEA BLANCA,26,MANTEMIMIENTO,TRABAJA POR SU CUENTA,81,MANTENIMIENTO DE APARATOS,2,3,3,2,2,1,3,3,,,,,,,,,2,2,1,2,2,2,2,2,1,2,2,,3,2,2,2,2,3,3,3,4,5,6,2,1,,,,014,007,000,000,,,2,10,10,00,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,1,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,3,2,2,2,2,10,10,06,08,11,10,10,08,10,08,08,10,10,10,08,10,4,4,3,2,2,2,2,3,2,5,4,3,5,2,3,5,2,2,3,3,4,2,1,2,2,4,4,,2,1,3,,,,,3,4,2,2,2,2,4,4,4,4,3,2,1,3,3,1,3,2,1,3,1,3,1,1,2,1,3,2,3,1,3,2,4,1,5,1,1,1,1,14248
10,0811,28,0660,4,1,01,02,6,,,,,,,,,,,,,,,,8,5,,,,,,,,,4,4,4,4,2,2,2,0,1,0,0,0,0,0,,,,,,,,,,,,,,3,4,4,4,2,2,2,3,4,5,1,2,6,,,,007,000,000,000,,,0,,,,00,,,,,,,1,01,03,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,1,,,,,,,,,,,,0,0,0,1,0,0,0,0,,2,2,2,3,3,2,01,10,01,08,08,08,08,09,09,09,09,10,10,10,01,10,3,2,3,2,1,1,2,3,2,2,4,1,3,1,2,2,3,4,1,3,3,4,1,3,1,4,4,,2,1,3,,,,,3,4,2,3,3,3,4,4,4,4,1,2,1,3,1,3,1,2,1,1,1,2,1,1,1,3,3,1,2,1,3,2,5,1,5,1,1,1,3,9499
10,0811,28,0660,5,1,02,03,3,,,,,,,,,,,,,,,,1,,1,"ACOMODAR PRODUCTOS, ROPA DIVERSOS ARTICULOS",42,EMEPLEADA GENERAL,DEL SOL,46,VENTAS DE PRODUCTOS,2,3,3,3,3,1,3,3,,,,,,,,,1,1,1,2,2,2,2,2,2,1,2,,2,1,2,2,3,3,3,3,4,5,1,2,6,,,,042,007,000,000,,,7,06,02,00,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,2,2,2,2,2,3,10,08,08,10,07,07,06,09,08,07,06,05,05,06,05,05,4,4,3,3,2,2,2,2,2,2,2,2,2,1,1,2,4,2,2,4,2,2,2,2,2,2,2,,2,3,1,,,,,3,3,3,4,3,3,4,4,4,4,1,2,1,2,3,3,1,1,1,3,1,1,1,1,1,1,3,1,2,1,3,2,5,2,5,1,1,2,3,9563
10,0811,28,0707,1,1,02,02,6,,,,,,,,,,,,,,,,1,,4,REPARACION Y HACER ROPA,73,COSTURERA,TRABAJA EN CASA,31,COSTURA DE ROPA,2,4,4,3,3,1,3,3,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,,4,4,2,2,2,3,3,4,2,5,1,3,6,,,,056,014,000,000,,,3,10,08,00,00,,,,,,,1,01,02,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,2,5,5,2,2,2,08,09,07,06,09,10,10,07,07,10,10,10,10,10,08,08,3,3,4,3,2,2,3,3,3,3,4,3,4,3,3,2,4,4,3,5,3,4,1,1,3,3,3,,2,1,3,,,,,3,4,3,3,2,2,3,3,4,4,1,2,1,3,1,3,1,1,1,1,1,1,1,1,1,2,3,1,2,1,2,3,5,2,5,1,1,2,2,11355
10,0811,28,0707,4,1,01,03,3,,,,,,,,,,,,,,,,1,,1,TAXISTA,83,TAXISTA,TAXISTA,48,DAR SERVICIO,2,3,4,4,4,2,3,3,0,1,0,0,0,0,0,,,,,,,,,,,,,,3,4,4,4,2,2,3,2,1,6,3,4,5,,,,042,007,000,000,,,5,10,10,00,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,2,3,2,2,2,3,10,05,05,11,06,07,08,09,09,08,06,07,10,05,02,05,2,2,3,3,2,2,3,3,4,2,3,1,2,1,3,3,3,1,1,2,2,3,1,1,2,2,2,1,3,2,,,,,,2,2,3,2,3,1,3,3,5,3,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,3,3,3,2,5,2,2,2,1,17082
10,0811,28,0707,5,1,01,04,3,,,,,,,,1,,18,2,,,2,2,1,,1,TAXISTA,83,TAXISTA,TRABAJA POR SU CUENTA,81,SERVICIO DE CARROS,2,3,3,4,4,2,2,3,0,0,0,0,1,0,0,,,,,,,,,,,,,,2,3,4,4,2,3,3,4,5,6,2,3,1,,,,014,007,000,002,001,000,2,05,05,00,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,0,1,0,0,,3,3,3,2,2,2,08,09,09,03,08,09,08,09,09,09,09,08,10,09,09,08,3,3,4,2,2,2,2,4,3,4,3,2,2,1,2,2,3,3,4,4,4,4,1,3,2,3,3,1,2,3,,,,,,3,3,3,3,3,3,3,3,4,4,1,2,2,2,2,3,2,3,1,1,1,1,1,1,1,1,2,1,2,1,2,2,4,2,3,1,2,1,3,9168
10,0811,28,0735,4,1,01,07,5,5532,INGENIEROCIVIL,3,2,1,2,1,1,,33,2,,,2,1,6,5,,,,,,,,,4,4,3,3,3,4,1,,,,,,,,,2,1,2,2,2,2,1,1,1,2,2,,4,3,2,2,4,3,1,5,4,6,1,2,3,,,,016,005,002,000,,,0,,,,01,02,02,00,CRISTIANAS,,,1,01,02,,1,1,07,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,2,,2,2,2,2,2,1,2,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,3,5,5,2,3,11,10,11,10,11,10,11,08,08,11,08,08,10,10,11,10,3,4,3,2,1,2,3,3,1,2,2,1,3,1,3,2,2,3,1,3,3,4,1,2,3,4,4,2,3,1,,,,,,2,1,2,2,2,2,2,1,2,1,1,2,1,1,2,2,1,2,1,2,1,1,1,2,1,2,2,2,2,1,3,3,5,1,3,1,1,1,1,20984
